ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
495,Always,Always,Always,Always,Sometimes,Never,Always,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,False
496,Always,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,True
497,Never,Sometimes,Always,Never,Always,Never,Sometimes,Never,Never,Never,Always,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Sometimes,False
498,Always,Always,Never,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Never,Always,Always,Never,True
499,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Always,Always,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Always,False
500,Always,Never,Sometimes,Sometimes,Never,Always,Never,Never,Never,Always,Sometimes,Always,Always,Never,Always,Sometimes,Never,Never,Always,Always,True
501,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Never,False
502,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Always,Never,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,True
503,Never,Sometimes,Sometimes,Always,Always,Always,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Always,False
504,Never,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Always,Sometimes,Sometimes,Always,Never,True
505,Never,Always,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Always,Always,Always,Sometimes,Always,Never,Always,Sometimes,Always,Never,Never,False
506,Never,Never,Always,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Sometimes,Always,True
507,Never,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,False
508,Never,Always,Always,Never,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Never,Always,Always,Always,Sometimes,Always,Always,Never,True
509,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Always,Always,Sometimes,Sometimes,False
510,Never,Always,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,Never,Always,Sometimes,True
511,Never,Always,Never,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,Never,Always,Always,Never,Sometimes,Always,Sometimes,Always,False
512,Always,Always,Always,Never,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,True
513,Always,Never,Never,Sometimes,Always,Never,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Always,False
514,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Always,Never,Never,Always,Always,Never,Sometimes,Always,Always,Never,Always,Sometimes,Sometimes,True
515,Sometimes,Never,Never,Always,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Always,Always,Sometimes,False
516,Never,Never,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Never,Never,Always,Sometimes,Always,Never,True
517,Always,Always,Never,Always,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,False
518,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Always,Always,True
519,Always,Sometimes,Always,Sometimes,Always,Never,Always,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Always,Sometimes,False
520,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Always,Always,True
521,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Always,Never,Never,Always,Always,Never,False
522,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Always,Never,Never,Never,Always,Never,Always,Always,Never,Never,Sometimes,True
523,Sometimes,Never,Never,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Always,Never,Sometimes,Never,False
524,Always,Never,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Never,Never,Sometimes,Never,Never,Always,True
525,Never,Always,Always,Sometimes,Always,Always,Always,Always,Sometimes,Never,Always,Always,Never,Sometimes,Never,Never,Always,Never,Always,Sometimes,False
526,Sometimes,Never,Sometimes,Never,Never,Always,Never,Always,Always,Sometimes,Always,Sometimes,Never,Always,Never,Never,Never,Always,Sometimes,Never,True
527,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,False
528,Never,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,Always,Never,Never,Always,Always,Always,Always,Always,Always,Always,Never,True
529,Never,Always,Never,Sometimes,Always,Always,Never,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Always,Never,Never,Always,Always,False
530,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Always,Never,Sometimes,True
531,Sometimes,Never,Never,Always,Always,Always,Never,Sometimes,Always,Never,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,Never,Always,Never,False
532,Sometimes,Always,Sometimes,Sometimes,Never,Never,Never,Never,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,True
533,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Always,Always,Never,Never,Never,Always,Never,Never,Sometimes,Never,False
534,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Never,Always,Always,Always,Never,Always,Always,Sometimes,True
535,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Never,False
536,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Always,Always,Never,Sometimes,Always,Always,Never,Never,Never,True
537,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,False
538,Never,Never,Always,Always,Sometimes,Always,Always,Sometimes,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Always,Sometimes,Never,Never,True
539,Sometimes,Never,Never,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,False
540,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Always,True
541,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Never,Never,Always,Never,Always,Never,False
542,Always,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Never,Never,Always,Never,True
543,Never,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Always,Sometimes,Never,Always,Always,False
544,Never,Always,Sometimes,Never,Never,Always,Never,Never,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,True
545,Never,Always,Sometimes,Never,Always,Always,Always,Always,Sometimes,Never,Always,Always,Never,Always,Never,Never,Never,Never,Sometimes,Always,False
546,Always,Never,Always,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Sometimes,Always,Never,Always,Sometimes,Never,True
547,Always,Sometimes,Never,Always,Sometimes,Always,Always,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,False
548,Always,Never,Never,Never,Never,Always,Never,Always,Never,Never,Sometimes,Never,Always,Sometimes,Always,Sometimes,Never,Never,Always,Sometimes,True
549,Never,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,False
550,Always,Sometimes,Always,Always,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Never,True
551,Never,Never,Never,Never,Never,Sometimes,Always,Always,Always,Never,Always,Never,Never,Always,Sometimes,Always,Always,Never,Always,Sometimes,False
552,Sometimes,Always,Never,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Never,Never,Always,Always,True
553,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Always,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,False
554,Always,Never,Sometimes,Always,Never,Always,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,Never,Sometimes,Always,Never,Always,True
555,Always,Sometimes,Never,Always,Never,Always,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Never,Always,False
556,Always,Never,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Never,Always,True
557,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Sometimes,Always,Never,Never,Always,Sometimes,Sometimes,Never,False
558,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,Always,True
559,Never,Never,Sometimes,Never,Always,Always,Always,Never,Sometimes,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,False
560,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,True
561,Never,Always,Sometimes,Never,Always,Sometimes,Always,Always,Always,Never,Always,Never,Sometimes,Never,Sometimes,Always,Never,Always,Always,Never,False
562,Never,Sometimes,Sometimes,Never,Always,Never,Always,Always,Never,Sometimes,Sometimes,Always,Always,Never,Always,Never,Sometimes,Never,Never,Always,True
563,Never,Always,Never,Sometimes,Always,Sometimes,Never,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,False
564,Sometimes,Always,Always,Never,Never,Always,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Always,Always,Never,Always,Always,True
565,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,False
566,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Always,Always,Always,Never,Never,Always,Sometimes,Always,Always,Never,Always,True
567,Always,Sometimes,Never,Sometimes,Always,Always,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Never,False
568,Never,Always,Never,Sometimes,Always,Always,Sometimes,Always,Never,Never,Never,Always,Never,Never,Never,Never,Always,Never,Never,Sometimes,True
569,Always,Always,Never,Never,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,False
570,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Never,Never,Always,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,True
571,Always,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,False
572,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,True
573,Always,Never,Sometimes,Never,Never,Never,Always,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Always,Never,Always,Always,False
574,Never,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,True
575,Sometimes,Always,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Always,Never,Never,Always,Always,Always,Sometimes,Always,Always,False
576,Always,Never,Always,Sometimes,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,Always,Always,Never,Never,Always,True
577,Never,Never,Never,Sometimes,Always,Always,Always,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Always,Always,Always,Never,Never,False
578,Always,Never,Sometimes,Never,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Never,True
579,Never,Always,Never,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,False
580,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Always,Always,Never,Never,Sometimes,True
581,Always,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Always,Never,Always,Always,Always,False
582,Always,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,True
583,Never,Never,Never,Never,Never,Always,Never,Sometimes,Sometimes,Always,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,False
584,Never,Never,Always,Never,Always,Always,Sometimes,Never,Sometimes,Never,Never,Always,Always,Always,Always,Sometimes,Sometimes,Always,Never,Always,True
585,Never,Always,Never,Always,Always,Sometimes,Sometimes,Never,Always,Always,Always,Always,Never,Never,Never,Never,Sometimes,Sometimes,Never,Always,False
586,Sometimes,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,True
587,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,False
588,Sometimes,Sometimes,Sometimes,Always,Never,Always,Always,Always,Sometimes,Always,Never,Always,Always,Always,Always,Always,Sometimes,Never,Always,Sometimes,True
589,Sometimes,Never,Never,Never,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Never,Always,Always,False
590,Sometimes,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Never,Always,Sometimes,Never,Sometimes,Never,Always,Always,Never,Never,Always,Sometimes,True
591,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Never,Never,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,False
592,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Always,Always,Sometimes,Never,Sometimes,Always,Never,Always,True
593,Never,Never,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,Always,Always,Never,Never,Always,Never,Sometimes,Always,Sometimes,False
594,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Never,Never,Never,Never,Never,Never,Always,Never,Never,True
595,Always,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Never,Always,Always,Never,Never,Sometimes,Never,Never,False
596,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Always,Never,Always,Never,True
597,Never,Never,Never,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Never,Always,Never,Sometimes,False
598,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Always,Always,Always,Never,Sometimes,Never,Never,Sometimes,Always,Always,Always,Never,Never,True
599,Never,Always,Never,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,Always,Never,Never,Sometimes,Always,Always,Always,Always,False
600,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Always,Always,Always,Sometimes,Never,Always,Never,Never,Sometimes,Never,Always,Always,Never,True
601,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,False
602,Always,Sometimes,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,Always,Never,Always,Never,Never,Always,Sometimes,Never,Never,Always,Always,True
603,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,False
604,Always,Always,Always,Always,Sometimes,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,True
605,Sometimes,Always,Never,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Never,Always,Never,Always,Sometimes,Sometimes,Always,False
606,Always,Never,Sometimes,Never,Always,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Never,Always,Always,Sometimes,Never,Sometimes,Never,Never,True
607,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Always,Always,Always,Never,Sometimes,Always,Sometimes,Never,Never,Always,Always,False
608,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Always,Always,Never,Always,Never,Always,Never,Always,Sometimes,Sometimes,Sometimes,Always,True
609,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Always,Never,Never,Sometimes,Never,Sometimes,Always,Always,Never,Always,Always,False
610,Never,Always,Always,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Never,Always,Always,Always,Sometimes,Always,Always,Always,Never,Sometimes,True
611,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Never,Always,Always,Never,Sometimes,Always,Always,False
612,Never,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,True
613,Never,Never,Never,Sometimes,Always,Always,Never,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,False
614,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Never,Never,Never,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Never,Never,Always,True
615,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Sometimes,False
616,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,True
617,Never,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Never,Always,Always,Sometimes,Sometimes,Never,Never,Always,Always,Sometimes,Always,Never,False
618,Never,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Never,Always,Never,Never,Never,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,True
619,Never,Always,Never,Sometimes,Always,Always,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Never,False
620,Never,Never,Sometimes,Never,Never,Always,Always,Always,Never,Always,Always,Always,Always,Always,Never,Never,Sometimes,Always,Sometimes,Never,True
621,Always,Sometimes,Always,Always,Never,Always,Always,Never,Always,Sometimes,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Always,False
622,Never,Never,Sometimes,Never,Never,Never,Always,Always,Never,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,True
623,Never,Always,Always,Never,Always,Never,Never,Always,Always,Always,Never,Never,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,False
624,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,True
625,Never,Sometimes,Never,Never,Never,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Always,Always,False
626,Always,Never,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Always,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Sometimes,Always,Always,True
627,Always,Always,Never,Sometimes,Always,Always,Always,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,False
628,Never,Never,Always,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Never,True
629,Never,Never,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Never,Sometimes,Always,Never,Always,Never,Never,False
630,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,True
631,Always,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Always,False
632,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Never,Never,Never,Sometimes,Always,Never,True
633,Never,Always,Never,Always,Never,Always,Always,Sometimes,Always,Never,Always,Never,Always,Never,Always,Always,Always,Sometimes,Always,Always,False
634,Sometimes,Never,Never,Always,Always,Always,Always,Always,Always,Always,Never,Always,Always,Never,Never,Never,Never,Sometimes,Sometimes,Never,True
635,Always,Never,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Never,Never,Never,Never,Always,Never,Sometimes,Sometimes,False
636,Never,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Never,Always,Never,Sometimes,Never,Never,Never,Never,Sometimes,True
637,Never,Never,Never,Never,Never,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Never,Always,Sometimes,Always,Never,Always,Never,Never,False
638,Never,Never,Sometimes,Never,Never,Always,Never,Sometimes,Never,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Sometimes,True
639,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,False
640,Sometimes,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Always,Never,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,True
641,Always,Sometimes,Never,Always,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Always,Never,Never,Always,Never,Always,Sometimes,False
642,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Never,Never,Sometimes,Never,Never,True
643,Never,Never,Sometimes,Always,Always,Never,Never,Never,Always,Always,Never,Always,Sometimes,Never,Sometimes,Always,Never,Always,Always,Sometimes,False
644,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Never,Sometimes,True
645,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Always,Sometimes,Always,Never,Sometimes,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,False
646,Sometimes,Never,Sometimes,Always,Never,Never,Never,Always,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,True
647,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,False
648,Sometimes,Sometimes,Never,Always,Never,Always,Never,Always,Always,Never,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,True
649,Always,Always,Never,Always,Never,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,False
650,Sometimes,Always,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,True
651,Sometimes,Always,Never,Always,Always,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,False
652,Always,Never,Never,Never,Never,Always,Sometimes,Sometimes,Always,Always,Never,Sometimes,Never,Never,Always,Always,Sometimes,Never,Always,Always,True
653,Never,Never,Sometimes,Sometimes,Always,Always,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Always,Always,Never,Sometimes,False
654,Sometimes,Always,Sometimes,Never,Never,Never,Never,Sometimes,Never,Always,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Always,Always,Never,True
655,Always,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Always,False
656,Always,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,True
657,Always,Sometimes,Never,Always,Always,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Never,Always,Always,False
658,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Never,Sometimes,Always,Sometimes,Never,Never,Always,Never,Never,Sometimes,True
659,Sometimes,Never,Never,Never,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,Never,Never,Sometimes,Never,Never,Sometimes,False
